protein_group_id,representative_global_sample_id,representative_sample_id,representative_source_dataset,representative_source_status,representative_protein_pdb,union_pocket_pdb,source_sample_count,unique_pocket_count,protein_residue_count,union_pocket_residue_count,source_sample_ids_file,dataset_label
protein_group_005571,scPDB:4d1o_2:accepted_pseudo_chainA,4d1o_2,scPDB,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005571/protein_group_005571_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005571/protein_group_005571_pocket_union.pdb,1,1,805,22,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005571/source_sample_ids.txt,template
protein_group_005572,scPDB:4k0b_1:accepted_pseudo_chainA,4k0b_1,scPDB,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005572/protein_group_005572_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005572/protein_group_005572_pocket_union.pdb,1,1,805,45,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005572/source_sample_ids.txt,template
protein_group_005573,PDBbind2020:3wav:accepted,3wav,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005573/protein_group_005573_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005573/protein_group_005573_pocket_union.pdb,1,1,804,83,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005573/source_sample_ids.txt,template
protein_group_005574,scPDB:1qvr_2:accepted_dominant_chain,1qvr_2,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005574/protein_group_005574_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005574/protein_group_005574_pocket_union.pdb,1,1,803,31,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005574/source_sample_ids.txt,template
protein_group_005575,scPDB:2g9q_1:accepted,2g9q_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005575/protein_group_005575_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005575/protein_group_005575_pocket_union.pdb,1,1,803,22,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005575/source_sample_ids.txt,template
protein_group_005576,PDBbind2020:1m74:accepted,1m74,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005576/protein_group_005576_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005576/protein_group_005576_pocket_union.pdb,1,1,802,77,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005576/source_sample_ids.txt,template
protein_group_005577,scPDB:2g9u_1:accepted,2g9u_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005577/protein_group_005577_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005577/protein_group_005577_pocket_union.pdb,1,1,802,29,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005577/source_sample_ids.txt,template
protein_group_005578,scPDB:3ahe_1:accepted,3ahe_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005578/protein_group_005578_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005578/protein_group_005578_pocket_union.pdb,1,1,802,32,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005578/source_sample_ids.txt,template
protein_group_005579,scPDB:3ahi_1:accepted,3ahi_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005579/protein_group_005579_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005579/protein_group_005579_pocket_union.pdb,1,1,802,31,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005579/source_sample_ids.txt,template
protein_group_005580,scPDB:3ahj_1:accepted,3ahj_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005580/protein_group_005580_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005580/protein_group_005580_pocket_union.pdb,1,1,802,31,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005580/source_sample_ids.txt,template
protein_group_005581,PDBbind2020:3q1x:accepted_pseudo_chainA,3q1x,PDBbind2020,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005581/protein_group_005581_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005581/protein_group_005581_pocket_union.pdb,1,1,801,70,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005581/source_sample_ids.txt,template
protein_group_005582,scPDB:3wav_1:accepted,3wav_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005582/protein_group_005582_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005582/protein_group_005582_pocket_union.pdb,1,1,801,27,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005582/source_sample_ids.txt,template
protein_group_005583,scPDB:4l2z_1:accepted_pseudo_chainA,4l2z_1,scPDB,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005583/protein_group_005583_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005583/protein_group_005583_pocket_union.pdb,1,1,801,41,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005583/source_sample_ids.txt,template
protein_group_005584,scPDB:3nos_2:accepted_pseudo_chainA,3nos_2,scPDB,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005584/protein_group_005584_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005584/protein_group_005584_pocket_union.pdb,1,1,800,24,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005584/source_sample_ids.txt,template
protein_group_005585,PDBbind2020:1l7x:accepted_dominant_chain,1l7x,PDBbind2020,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005585/protein_group_005585_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005585/protein_group_005585_pocket_union.pdb,1,1,799,47,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005585/source_sample_ids.txt,template
protein_group_005586,PDBbind2020:5wf7:accepted_dominant_chain,5wf7,PDBbind2020,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005586/protein_group_005586_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005586/protein_group_005586_pocket_union.pdb,1,1,798,76,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005586/source_sample_ids.txt,template
protein_group_005587,PDBbind2020:6jno:accepted_pseudo_chainA,6jno,PDBbind2020,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005587/protein_group_005587_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005587/protein_group_005587_pocket_union.pdb,1,1,798,73,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005587/source_sample_ids.txt,template
protein_group_005588,PDBbind2020:2e7l:accepted_pseudo_chainA,2e7l,PDBbind2020,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005588/protein_group_005588_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005588/protein_group_005588_pocket_union.pdb,1,1,796,165,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005588/source_sample_ids.txt,template
protein_group_005589,PDBbind2020:6nd3:accepted,6nd3,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005589/protein_group_005589_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005589/protein_group_005589_pocket_union.pdb,1,1,795,81,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005589/source_sample_ids.txt,template
protein_group_005590,PDBbind2020:5o83:accepted,5o83,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005590/protein_group_005590_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005590/protein_group_005590_pocket_union.pdb,1,1,794,88,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005590/source_sample_ids.txt,template
protein_group_005591,scPDB:1ng9_1:accepted_dominant_chain,1ng9_1,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005591/protein_group_005591_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005591/protein_group_005591_pocket_union.pdb,1,1,794,27,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005591/source_sample_ids.txt,template
protein_group_005592,PDBbind2020:5u51:accepted_pseudo_chainA,5u51,PDBbind2020,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005592/protein_group_005592_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005592/protein_group_005592_pocket_union.pdb,1,1,793,75,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005592/source_sample_ids.txt,template
protein_group_005593,scPDB:4qi7_4:accepted,4qi7_4,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005593/protein_group_005593_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005593/protein_group_005593_pocket_union.pdb,1,1,792,62,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005593/source_sample_ids.txt,template
protein_group_005594,scPDB:2ati_2:accepted_dominant_chain,2ati_2,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005594/protein_group_005594_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005594/protein_group_005594_pocket_union.pdb,1,1,791,18,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005594/source_sample_ids.txt,template
protein_group_005595,scPDB:2nya_2:accepted,2nya_2,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005595/protein_group_005595_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005595/protein_group_005595_pocket_union.pdb,1,1,791,59,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005595/source_sample_ids.txt,template
protein_group_005596,scPDB:5ah5_1:accepted,5ah5_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005596/protein_group_005596_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005596/protein_group_005596_pocket_union.pdb,1,1,789,36,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005596/source_sample_ids.txt,template
protein_group_005597,PDBbind2020:5dlv:accepted,5dlv,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005597/protein_group_005597_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005597/protein_group_005597_pocket_union.pdb,1,1,788,73,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005597/source_sample_ids.txt,template
protein_group_005598,scPDB:1wbb_1:accepted_dominant_chain,1wbb_1,scPDB,accepted_dominant_chain,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005598/protein_group_005598_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005598/protein_group_005598_pocket_union.pdb,1,1,788,30,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005598/source_sample_ids.txt,template
protein_group_005599,PDBbind2020:2bes:accepted_pseudo_chainA,2bes,PDBbind2020,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005599/protein_group_005599_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005599/protein_group_005599_pocket_union.pdb,1,1,787,75,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005599/source_sample_ids.txt,template
protein_group_005600,PDBbind2020:2bet:accepted_pseudo_chainA,2bet,PDBbind2020,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005600/protein_group_005600_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005600/protein_group_005600_pocket_union.pdb,1,1,787,69,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005600/source_sample_ids.txt,template
protein_group_005601,PDBbind2020:5mhp:accepted,5mhp,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005601/protein_group_005601_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005601/protein_group_005601_pocket_union.pdb,1,1,787,103,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005601/source_sample_ids.txt,template
protein_group_005602,PDBbind2020:5ohi:accepted,5ohi,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005602/protein_group_005602_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005602/protein_group_005602_pocket_union.pdb,1,1,786,110,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005602/source_sample_ids.txt,template
protein_group_005603,PDBbind2020:2bw7:accepted_pseudo_chainA,2bw7,PDBbind2020,accepted_pseudo_chainA,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005603/protein_group_005603_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005603/protein_group_005603_pocket_union.pdb,1,1,785,81,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005603/source_sample_ids.txt,template
protein_group_005604,PDBbind2020:5lqq:accepted,5lqq,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005604/protein_group_005604_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005604/protein_group_005604_pocket_union.pdb,1,1,785,73,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005604/source_sample_ids.txt,template
protein_group_005605,PDBbind2020:5m0m:accepted,5m0m,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005605/protein_group_005605_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005605/protein_group_005605_pocket_union.pdb,1,1,785,104,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005605/source_sample_ids.txt,template
protein_group_005606,scPDB:4zlg_1:accepted,4zlg_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005606/protein_group_005606_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005606/protein_group_005606_pocket_union.pdb,1,1,785,19,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005606/source_sample_ids.txt,template
protein_group_005607,scPDB:5aga_1:accepted,5aga_1,scPDB,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005607/protein_group_005607_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005607/protein_group_005607_pocket_union.pdb,1,1,785,31,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005607/source_sample_ids.txt,template
protein_group_005608,PDBbind2020:4zg7:accepted,4zg7,PDBbind2020,accepted,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005608/protein_group_005608_protein.pdb,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005608/protein_group_005608_pocket_union.pdb,1,1,784,81,/public/share/yanjianbin/liuyugeng/PLDB_redundancy/template_merged/protein_group_005608/source_sample_ids.txt,template
